id	GeneSymbol	logFC	logCPM	PValue	FDR
ENSG00000165699.12	TSC1	0.023427003	5.155649085	0.956630175	1
ENSG00000165702.11	GFI1B	-1.100063181	-2.848557381	1	1
ENSG00000165704.13	HPRT1	-0.811827516	5.460238746	0.213543502	1
ENSG00000165714.9	BORCS5	0.261463595	3.314371818	0.653464289	1
ENSG00000165724.5	ZMYND19	0.522086369	5.476442602	0.354947411	1
ENSG00000165730.13	STOX1	-1.302117766	0.204764703	0.346356053	1
ENSG00000165732.11	DDX21	-0.34846356	8.233483385	0.490722727	1
ENSG00000165733.7	BMS1	-0.550594853	6.881011604	0.359420731	1
ENSG00000165752.15	STK32C	-0.739996011	4.634655639	0.301782384	1
ENSG00000165762.2	OR4K2	-2.73931963	-2.625064297	0.438118786	1
ENSG00000165775.16	FUNDC2	-0.254428801	5.367988559	0.679208726	1
ENSG00000165782.9	TMEM55B	-0.003102637	5.077372851	0.995816774	1
ENSG00000165792.16	METTL17	0.394365369	5.909315748	0.441766158	1
ENSG00000165795.19	NDRG2	1.078685409	2.867119158	0.282694559	1
ENSG00000165802.18	NSMF	0.158699974	6.980698276	0.765311386	1
ENSG00000165806.18	CASP7	0.685915165	4.12810764	0.239720872	1
ENSG00000165807.6	PPP1R36	1.415673272	-1.852790371	0.198609503	1
ENSG00000165813.15	CCDC186	0.867820365	3.532512783	0.145245507	1
ENSG00000165816.11	VWA2	0.834489857	-2.394780725	0.721694955	1
ENSG00000165819.10	METTL3	0.315818884	5.949242689	0.543351249	1
ENSG00000165832.5	TRUB1	0.437351368	3.991801643	0.430998126	1
ENSG00000165837.10	ERICH6B	-1.268109888	-2.101223411	0.401674216	1
ENSG00000165841.8	CYP2C19	-1.103531425	-2.838523034	1	1
ENSG00000165861.12	ZFYVE1	0.375087776	4.902412688	0.548322322	1
ENSG00000165863.15	C10orf82	0.697032418	-2.147100298	0.706748743	1
ENSG00000165868.11	HSPA12A	0.396860957	2.88422246	0.589270962	1
ENSG00000165879.8	FRAT1	-0.058436883	1.507960728	0.957499653	1
ENSG00000165886.4	UBTD1	0.158046542	4.636146523	0.801249308	1
ENSG00000165891.14	E2F7	-1.010314996	4.969166301	0.145380437	1
ENSG00000165898.12	ISCA2	0.230628414	3.76986093	0.693161024	1
ENSG00000165912.14	PACSIN3	0.760101226	5.839221513	0.155515568	1
ENSG00000165914.13	TTC7B	-0.428443784	4.787925927	0.50240985	1
ENSG00000165915.12	SLC39A13	0.858017063	6.352904905	0.140933806	1
ENSG00000165916.7	PSMC3	-0.172814362	7.687806745	0.7269804	1
ENSG00000165917.8	RAPSN	-0.263319975	-1.085010491	0.798979365	1
ENSG00000165923.14	AGBL2	-0.247662382	0.150519412	0.818066769	1
ENSG00000165934.11	CPSF2	-0.611381195	6.219321146	0.319112464	1
ENSG00000165935.8	SMCO2	1.498809519	-2.169056473	0.269395797	1
ENSG00000165943.4	MOAP1	0.037392853	4.292512209	0.939487994	1
ENSG00000165948.9	IFI27L1	-0.521112744	2.859790383	0.491570051	1
ENSG00000165953.8	SERPINA12	1.566364017	-2.828661336	0.909090909	1
ENSG00000165959.10	CLMN	0.826386084	4.754215411	0.360400713	1
ENSG00000165966.13	PDZRN4	-5.13E-15	-2.897693815	1	1
ENSG00000165972.11	CCDC38	-0.511511684	-2.659522043	1	1
ENSG00000165973.16	NELL1	-5.13E-15	-2.897693815	1	1
ENSG00000165983.13	PTER	0.103457158	3.576959093	0.891303262	1
ENSG00000165985.9	C1QL3	-1.319439592	-1.109770098	0.319282993	1
ENSG00000166006.11	KCNC2	-2.168484852	-2.724237018	0.659253413	1
ENSG00000166007.11	TRIM51HP	-1.116010345	-2.836473991	1	1
ENSG00000166012.13	TAF1D	-0.276941661	5.997481796	0.689188625	1
ENSG00000166013.11	TRIM53BP	-5.13E-15	-2.897693815	1	1
ENSG00000166016.5	ABTB2	0.65226906	3.993188792	0.35642624	1
ENSG00000166024.12	R3HCC1L	0.100902526	3.772983446	0.856688342	1
ENSG00000166068.11	SPRED1	-0.234378819	4.744172028	0.722961772	1
ENSG00000166069.12	TMCO5A	-5.13E-15	-2.897693815	1	1
ENSG00000166086.11	JAM3	-1.155421766	2.976661961	0.230960857	1
ENSG00000166090.8	IL25	-5.13E-15	-2.897693815	1	1
ENSG00000166091.18	CMTM5	-5.13E-15	-2.897693815	1	1
ENSG00000166106.3	ADAMTS15	-0.059668391	3.69582898	0.961970168	1
ENSG00000166111.8	SVOP	-1.109758639	0.275543908	0.190484176	1
ENSG00000166118.6	SPATA19	-5.13E-15	-2.897693815	1	1
ENSG00000166126.9	AMN	-1.70444475	-1.11186096	0.13658817	1
ENSG00000166128.11	RAB8B	-0.681542313	4.141007051	0.343401304	1
ENSG00000166130.13	IKBIP	-0.565296817	4.892930454	0.380575172	1
ENSG00000166133.16	RPUSD2	0.371521956	4.243533029	0.517953294	1
ENSG00000166135.12	HIF1AN	0.131236605	6.158302574	0.783484886	1
ENSG00000166140.16	ZFYVE19	-0.07805511	4.768132974	0.911192216	1
ENSG00000166143.8	PPP1R14D	-5.13E-15	-2.897693815	1	1
ENSG00000166148.3	AVPR1A	-2.153095569	-2.727086431	0.678629427	1
ENSG00000166152.3	C16orf78	-5.13E-15	-2.897693815	1	1
ENSG00000166159.9	LRTM2	-2.929368625	-2.588785608	0.192603953	1
ENSG00000166160.8	OPN1MW2	-1.116007511	-2.836473991	1	1
ENSG00000166164.14	BRD7	-0.50770947	6.01178259	0.395705068	1
ENSG00000166166.11	TRMT61A	-0.310515608	5.957466847	0.621798428	1
ENSG00000166167.16	BTRC	0.177085398	4.511181307	0.736288375	1
ENSG00000166169.15	POLL	0.299417249	4.800298042	0.641592058	1
ENSG00000166170.9	BAG5	0.098121128	5.606396798	0.848035743	1
ENSG00000166171.11	DPCD	0.524051167	3.99508625	0.395748267	1
ENSG00000166181.11	API5	0.062990681	6.253748029	0.895976319	1
ENSG00000166183.14	ASPG	2.382219809	-2.177897235	0.139635952	1
ENSG00000166188.2	ZNF319	-0.643555617	4.54268963	0.35448502	1
ENSG00000166189.7	HPS6	0.834209244	5.64804116	0.19304392	1
ENSG00000166192.13	SENP8	-0.432868781	1.802984679	0.550658238	1
ENSG00000166197.15	NOLC1	0.116238175	8.261899567	0.821234074	1
ENSG00000166199.11	ALKBH3	0.732357423	4.310276344	0.167917166	1
ENSG00000166200.13	COPS2	-0.226240198	5.622387483	0.744332235	1
ENSG00000166211.7	SPIC	-5.13E-15	-2.897693815	1	1
ENSG00000166220.11	TBATA	-5.13E-15	-2.897693815	1	1
ENSG00000166224.15	SGPL1	-0.037264969	6.431513363	0.950133664	1
ENSG00000166225.7	FRS2	-0.258892348	4.18662747	0.702238755	1
ENSG00000166226.11	CCT2	-0.079739907	7.826487872	0.874449316	1
ENSG00000166228.7	PCBD1	0.259478595	5.582583123	0.697281484	1
ENSG00000166233.11	ARIH1	-0.480156997	5.825720155	0.408076883	1
ENSG00000166257.7	SCN3B	1.210903618	-0.999997219	0.354800238	1
ENSG00000166260.9	COX11	0.049113798	5.356346745	0.921380941	1
ENSG00000166261.9	ZNF202	-0.231773931	3.891349559	0.702091608	1
ENSG00000166262.14	FAM227B	0.333114598	0.214409939	0.675139548	1
ENSG00000166263.12	STXBP4	-0.803744578	2.627802332	0.229397906	1
ENSG00000166266.12	CUL5	-0.648423746	4.75965265	0.270031967	1
ENSG00000166268.9	MYRFL	0.852562895	-2.13797841	0.760735022	1
ENSG00000166272.15	WBP1L	0.509185247	5.924614326	0.370802708	1
ENSG00000166275.14	BORCS7	0.044466764	3.288888572	0.92856322	1
ENSG00000166278.13	C2	-0.437613034	0.038624102	0.642710673	1
ENSG00000166292.10	TMEM100	1.710649793	-2.051748898	0.261896461	1
ENSG00000166295.7	ANAPC16	0.188405243	5.763597497	0.706103226	1
ENSG00000166311.8	SMPD1	-0.099053687	4.887943436	0.881301517	1
ENSG00000166313.17	APBB1	-0.792992864	4.424650026	0.340866188	1
ENSG00000166317.10	SYNPO2L	-0.358142417	0.50919706	0.707683251	1
ENSG00000166321.12	NUDT13	0.237354119	1.209010054	0.741944411	1
ENSG00000166323.11	C11orf65	0.173685388	-1.853541764	0.994187782	1
ENSG00000166326.6	TRIM44	-0.538947864	6.844620014	0.289243119	1
ENSG00000166329.2	CCDC182	-5.13E-15	-2.897693815	1	1
ENSG00000166333.12	ILK	0.267053317	6.875240702	0.59063229	1
ENSG00000166337.8	TAF10	0.511405619	5.777833474	0.314418707	1
ENSG00000166340.13	TPP1	0.122296948	6.277763901	0.820316022	1
ENSG00000166341.7	DCHS1	-0.862759062	0.385757186	0.324239312	1
ENSG00000166343.8	MSS51	-1.191785755	-0.007119531	0.140759604	1
ENSG00000166347.17	CYB5A	0.944562986	4.342042183	0.129320039	1
ENSG00000166348.16	USP54	-0.205449206	4.49732576	0.73013077	1
ENSG00000166349.8	RAG1	1.1236472	-0.744202705	0.243641755	1
ENSG00000166352.14	C11orf74	0.139320662	1.718986646	0.850301423	1
ENSG00000166363.5	OR10A5	-1.895645366	-2.76681191	0.639491586	1
ENSG00000166368.2	OR2D2	-5.13E-15	-2.897693815	1	1
ENSG00000166377.18	ATP9B	-0.30595708	4.52605064	0.645228954	1
ENSG00000166391.13	MOGAT2	2.874844938	-2.677137671	0.277076912	1
ENSG00000166398.11	KIAA0355	-0.742816359	4.975957056	0.235013031	1
ENSG00000166402.7	TUB	-0.817522154	3.861919356	0.494832276	1
ENSG00000166407.12	LMO1	-1.073477461	-0.775966138	0.551224476	1
ENSG00000166408.4	OR5P1P	-5.13E-15	-2.897693815	1	1
ENSG00000166411.12	IDH3A	-0.199738378	6.098856707	0.707334423	1
ENSG00000166426.7	CRABP1	0.335286474	-1.990478199	0.918254511	1
ENSG00000166428.11	PLD4	-1.887196475	-1.671502273	0.40181549	1
ENSG00000166435.14	XRRA1	0.270463482	3.559644185	0.631587842	1
ENSG00000166436.14	TRIM66	-0.087447801	3.656615472	0.908841933	1
ENSG00000166439.5	RNF169	-0.62935258	4.467517661	0.31796636	1
ENSG00000166444.16	ST5	0.658676851	5.478627608	0.207219999	1
ENSG00000166446.13	CDYL2	0.190855662	1.816875513	0.873569734	1
ENSG00000166450.11	PRTG	-1.024472659	2.280393622	0.230536893	1
ENSG00000166452.10	AKIP1	0.246203127	4.395608139	0.653950217	1
ENSG00000166454.8	ATMIN	-0.029636653	5.564343391	0.968855365	1
ENSG00000166471.9	TMEM41B	0.164066068	4.448123789	0.752577466	1
ENSG00000166473.15	PKD1L2	-0.892046262	0.119361925	0.333640795	1
ENSG00000166477.11	LEO1	-0.15652472	4.645969354	0.812110352	1
ENSG00000166478.8	ZNF143	-0.190188618	4.06123856	0.74395234	1
ENSG00000166479.8	TMX3	-0.616843536	5.268193163	0.372136686	1
ENSG00000166482.10	MFAP4	-0.120510077	-0.481361499	0.942583667	1
ENSG00000166483.9	WEE1	-0.338940941	4.734848298	0.606014793	1
ENSG00000166484.18	MAPK7	0.28916333	5.331842982	0.640690035	1
ENSG00000166492.9	FAM86GP	-2.790629886	-2.615930365	0.437498892	1
ENSG00000166501.11	PRKCB	-0.050580651	-2.314655616	1	1
ENSG00000166503.7	AC024270.1	-0.686340467	5.193223489	0.265987714	1
ENSG00000166507.15	NDST2	-0.036163152	4.577571353	0.962860593	1
ENSG00000166508.16	MCM7	-0.283297043	8.74394536	0.635853213	1
ENSG00000166509.9	CLEC3A	0.638534128	-2.456867892	0.73029951	1
ENSG00000166523.6	CLEC4E	-1.717573032	-2.781871654	0.722285326	1
ENSG00000166526.15	ZNF3	-0.219349511	4.584532451	0.71523479	1
ENSG00000166527.6	CLEC4D	-5.13E-15	-2.897693815	1	1
ENSG00000166529.13	ZSCAN21	0.145926351	3.106471388	0.791152762	1
ENSG00000166530.8	HSBP1P2	-1.141242314	-2.83268836	1	1
ENSG00000166532.14	RIMKLB	0.463176123	4.455582211	0.453848618	1
ENSG00000166548.14	TK2	-0.068961146	5.225296437	0.915263466	1
ENSG00000166557.11	TMED3	0.412269963	7.011456316	0.392116488	1
ENSG00000166558.9	SLC38A8	-1.290705617	-2.815677989	1	1
ENSG00000166562.7	SEC11C	-0.138496124	4.380126058	0.852369653	1
ENSG00000166569.7	CPLX4	-1.103530827	-2.838523034	1	1
ENSG00000166573.5	GALR1	-1.847120251	-2.237751053	0.262366647	1
ENSG00000166575.15	TMEM135	0.025015502	3.294604275	0.963692266	1
ENSG00000166578.8	IQCD	-0.778326969	0.116434831	0.399569577	1
ENSG00000166579.14	NDEL1	0.407660036	5.851361112	0.436488224	1
ENSG00000166582.8	CENPV	-1.099409411	4.815804915	0.178866059	1
ENSG00000166592.10	RRAD	1.170866277	-0.53666331	0.338080069	1
ENSG00000166595.10	FAM96B	0.325563468	6.697610416	0.528593361	1
ENSG00000166596.13	CFAP52	1.110572911	-1.86956139	0.273447611	1
ENSG00000166598.11	HSP90B1	-0.46776696	8.682076027	0.364176886	1
ENSG00000166634.5	SERPINB12	0.536981888	-2.779943492	1	1
ENSG00000166669.12	ATF7IP2	-0.33830105	1.403467825	0.79288055	1
ENSG00000166676.13	TVP23A	-0.36422736	-0.565349546	0.695997642	1
ENSG00000166681.12	BEX3	0.758819237	6.079089679	0.377339059	1
ENSG00000166682.9	TMPRSS5	-0.853320719	-0.960379012	0.471861611	1
ENSG00000166685.10	COG1	-0.571869855	5.375963218	0.324224868	1
ENSG00000166693.7	OR5M13P	-5.13E-15	-2.897693815	1	1
ENSG00000166710.16	B2M	-0.396880971	8.16641834	0.549930763	1
ENSG00000166734.17	CASC4	-0.844371286	5.471845928	0.149994567	1
ENSG00000166736.10	HTR3A	-1.717573468	-2.781871654	0.722280323	1
ENSG00000166741.6	NNMT	1.258195705	6.210738569	0.167006654	1
ENSG00000166747.11	AP1G1	-0.2212937	6.467108559	0.692457844	1
ENSG00000166748.11	---	-2.56626909	-2.658523163	0.549380393	1
ENSG00000166762.15	CATSPER2	-0.07306318	0.965317277	0.929021631	1
ENSG00000166763.7	STRCP1	-1.882979457	-2.762840295	0.732775804	1
ENSG00000166780.9	C16orf45	-0.99131101	4.843857466	0.289298905	1
ENSG00000166783.18	MARF1	-0.399013907	5.336877708	0.524210153	1
ENSG00000166787.3	SAA3P	1.649792166	-2.817866736	0.909090909	1
ENSG00000166788.8	SAAL1	0.340284177	4.287132513	0.614038777	1
ENSG00000166793.9	YPEL4	-0.417931451	-0.362712453	0.649702052	1
ENSG00000166794.4	PPIB	-0.068813519	8.558373436	0.897613721	1
ENSG00000166796.10	LDHC	-2.069036405	-2.744452059	0.648333811	1
ENSG00000166797.9	FAM96A	0.092023923	4.937687835	0.864652908	1
ENSG00000166800.8	LDHAL6A	-1.472931756	-2.264133103	0.327834318	1
ENSG00000166801.14	FAM111A	-1.137867516	5.401340331	0.146686968	1
ENSG00000166813.13	KIF7	-0.382714346	3.837309187	0.672401917	1
ENSG00000166816.12	LDHD	-0.138690875	0.130455968	0.90987327	1
ENSG00000166819.10	PLIN1	-0.235320805	-1.269939087	0.922055467	1
ENSG00000166821.7	PEX11A	0.794833463	2.639735961	0.226766874	1
ENSG00000166822.11	TMEM170A	-0.381510822	3.954422925	0.53771389	1
ENSG00000166825.12	ANPEP	0.238005173	9.787725332	0.851899915	1
ENSG00000166833.18	NAV2	0.416276496	6.900175384	0.527304667	1
ENSG00000166839.15	ANKDD1A	0.214923088	1.483266216	0.810678628	1
ENSG00000166840.12	GLYATL1	-0.461851927	-1.072395296	0.760928403	1
ENSG00000166847.8	DCTN5	-0.243372601	6.586681401	0.607027362	1
ENSG00000166848.5	TERF2IP	-0.55087862	5.158757612	0.301099396	1
ENSG00000166851.13	PLK1	-0.13283571	7.901336252	0.805074883	1
ENSG00000166855.8	CLPX	0.016828342	5.352639178	0.968864564	1
ENSG00000166856.2	GPR182	-1.424483572	-2.513076744	0.411750377	1
ENSG00000166860.2	ZBTB39	0.283627921	3.924904316	0.622100395	1
ENSG00000166862.6	CACNG2	-1.717574806	-2.781871654	0.722264996	1
ENSG00000166863.10	TAC3	0.308319261	-2.75005471	1	1
ENSG00000166866.11	MYO1A	-1.194486304	-2.183861122	0.444781813	1
ENSG00000166869.2	CHP2	-2.333103981	-2.297337844	0.211292462	1
ENSG00000166884.2	OR4D6	-2.144227826	-2.727530582	0.734006218	1
ENSG00000166886.11	NAB2	0.084285607	5.333564232	0.891980364	1
ENSG00000166887.14	VPS39	0.581937328	5.815576913	0.287016798	1
ENSG00000166889.13	PATL1	-0.505546658	6.395698646	0.376425226	1
ENSG00000166896.6	ATP23	-0.377373676	2.107478498	0.593033079	1
ENSG00000166897.13	ELFN2	0.470184807	3.666528469	0.581355217	1
ENSG00000166900.13	STX3	0.018048027	4.310643272	0.966963618	1
ENSG00000166902.4	MRPL16	0.718877309	5.63240689	0.199704647	1
ENSG00000166912.15	MTMR10	-0.102109263	3.952871514	0.870927131	1
ENSG00000166913.11	YWHAB	-0.25446261	8.647136027	0.637085161	1
ENSG00000166917.8	MIR202HG	-5.13E-15	-2.897693815	1	1
ENSG00000166922.7	SCG5	0.411336707	2.348114942	0.712823362	1
ENSG00000166924.7	NYAP1	-0.833403424	-0.517816605	0.443991598	1
ENSG00000166926.7	MS4A6E	-5.13E-15	-2.897693815	1	1
ENSG00000166927.11	MS4A7	-2.509072745	-2.669539495	0.428298918	1
ENSG00000166928.9	MS4A14	-1.103531379	-2.838523034	1	1
ENSG00000166930.5	MS4A5	-1.717576317	-2.781871654	0.722247692	1
ENSG00000166938.11	DIS3L	-0.305623986	5.206815377	0.637231881	1
ENSG00000166947.10	EPB42	0.489120107	-2.678755916	0.885724826	1
ENSG00000166948.8	TGM6	-5.13E-15	-2.897693815	1	1
ENSG00000166959.6	MS4A8	-5.13E-15	-2.897693815	1	1
ENSG00000166960.15	CCDC178	-1.746898398	-2.776203585	0.636965789	1
ENSG00000166961.13	MS4A15	0.219466606	-2.437394761	1	1
ENSG00000166965.11	RCCD1	-0.681090861	5.096610953	0.306810767	1
ENSG00000166971.15	AKTIP	0.030643244	3.845700539	0.957161624	1
ENSG00000166984.10	TCP10L2	-1.717578601	-2.781871654	0.722221521	1
ENSG00000166986.11	MARS	-0.438999577	7.802293834	0.38877143	1
ENSG00000166987.13	MBD6	0.6563079	5.781670945	0.223702316	1
ENSG00000167004.11	PDIA3	-0.170781187	8.054717274	0.782216531	1
ENSG00000167014.9	TERB2	-2.013128674	-2.745759232	0.729987491	1
ENSG00000167034.9	NKX3-1	-0.915361609	2.703185222	0.256243597	1
ENSG00000167037.17	SGSM1	-1.212788106	-0.546134144	0.270967486	1
ENSG00000167046.4	AL357033.1	0.932844803	-2.160187282	0.526919704	1
ENSG00000167065.12	DUSP18	-0.070850587	3.031851144	0.926352299	1
ENSG00000167074.13	TEF	-0.255978736	4.021054281	0.707180346	1
ENSG00000167077.11	MEI1	0.338073268	-1.309611242	0.82940006	1
ENSG00000167081.15	PBX3	-0.825797344	4.464700988	0.23735365	1
ENSG00000167083.5	GNGT2	0.235624793	-2.173828591	1	1
ENSG00000167085.10	PHB	0.242728913	8.28059425	0.610544816	1
ENSG00000167088.9	SNRPD1	-0.450404075	6.225305961	0.42801559	1
ENSG00000167094.14	TTC16	-1.181104083	-1.683367977	0.543977777	1
ENSG00000167098.10	SUN5	-5.13E-15	-2.897693815	1	1
ENSG00000167104.10	BPIFB6	-5.13E-15	-2.897693815	1	1
ENSG00000167105.6	TMEM92	-0.131491705	2.534156146	0.961421283	1
ENSG00000167110.15	GOLGA2	-0.187733259	6.508085409	0.71211959	1
ENSG00000167112.9	TRUB2	0.417407818	6.156100783	0.40884448	1
ENSG00000167113.9	COQ4	0.452900771	5.92627222	0.368920225	1
ENSG00000167114.11	SLC27A4	0.486411322	6.602363922	0.394855108	1
ENSG00000167117.7	LINC00483	-0.916006455	-2.033153034	0.455189917	1
ENSG00000167118.9	URM1	0.302159992	6.274165444	0.570498476	1
ENSG00000167130.16	DOLPP1	-0.119218022	4.865389348	0.848755936	1
ENSG00000167131.15	CCDC103	-0.132391569	1.03792061	0.901375209	1
ENSG00000167136.6	ENDOG	0.810549056	4.251292941	0.221883886	1
ENSG00000167139.7	TBC1D21	-5.13E-15	-2.897693815	1	1
ENSG00000167173.17	C15orf39	0.102247896	5.956350826	0.860280259	1
ENSG00000167182.12	SP2	0.143663895	5.03626248	0.79352218	1
ENSG00000167186.9	COQ7	-0.323051103	3.729822401	0.577738983	1
ENSG00000167191.10	GPRC5B	-0.518217805	2.117629078	0.698996707	1
ENSG00000167193.7	CRK	-0.106777056	6.772064336	0.83240698	1
ENSG00000167194.6	C16orf92	-3.120700964	-2.565901042	0.328350965	1
ENSG00000167195.7	GOLGA6C	0.462783746	-2.76828152	1	1
ENSG00000167196.12	FBXO22	0.351647403	5.387544054	0.503266147	1
ENSG00000167202.10	TBC1D2B	-0.232362997	5.705341964	0.665052195	1
ENSG00000167208.13	SNX20	-1.103530858	-2.838523034	1	1
ENSG00000167210.15	LOXHD1	-2.162458107	-2.725598146	0.657913511	1
ENSG00000167220.10	HDHD2	-0.594789837	4.217691862	0.364901869	1
ENSG00000167232.12	ZNF91	-0.93530347	2.999564028	0.240699096	1
ENSG00000167244.16	IGF2	1.081696773	3.172848286	0.38533137	1
ENSG00000167257.9	RNF214	-0.157675154	4.115336581	0.791021267	1
ENSG00000167258.12	CDK12	-0.252327187	6.640302299	0.63342256	1
ENSG00000167261.12	DPEP2	-2.200496223	-2.718162075	0.429512333	1
ENSG00000167264.16	DUS2	0.461040218	4.749446473	0.395208445	1
ENSG00000167272.9	POP5	-0.259210902	4.428472925	0.657625038	1
ENSG00000167280.15	ENGASE	-0.188179567	4.835333639	0.802480529	1
ENSG00000167283.6	ATP5L	0.523112055	6.460446203	0.294416337	1
ENSG00000167286.8	CD3D	-1.811469987	-2.770544482	0.719168479	1
ENSG00000167291.14	TBC1D16	-0.507000769	6.613854632	0.412139894	1
ENSG00000167302.8	TEPSIN	0.281888325	4.898190363	0.614708766	1
ENSG00000167311.12	ART5	0.975305586	-2.521194761	0.614119794	1
ENSG00000167325.13	RRM1	-0.128093454	7.227576223	0.852654686	1
ENSG00000167332.7	OR51E2	-1.001350237	-2.460049406	0.983486079	1
ENSG00000167333.11	TRIM68	1.012665904	3.265346652	0.160478386	1
ENSG00000167346.6	MMP26	-5.13E-15	-2.897693815	1	1
ENSG00000167359.8	OR51I1	-3.565613216	-2.420039936	0.151502978	1
ENSG00000167360.4	OR51Q1	-4.133241179	-2.220913576	0.15941413	1
ENSG00000167378.7	IRGQ	-0.136140906	5.768261268	0.808748137	1
ENSG00000167380.15	ZNF226	-0.663965976	3.073795636	0.3099441	1
ENSG00000167384.9	ZNF180	-0.959841627	2.887515939	0.134082539	1
ENSG00000167390.8	POM121L3P	-1.750887765	-2.777895002	0.716519308	1
ENSG00000167393.15	PPP2R3B	-0.33690224	4.626482682	0.616734996	1
ENSG00000167394.11	ZNF668	0.089537298	4.529896969	0.883804047	1
ENSG00000167395.10	ZNF646	-0.590939793	5.448787226	0.296714841	1
ENSG00000167397.13	VKORC1	-0.331125054	6.706448081	0.545009008	1
ENSG00000167414.4	GNG8	-5.13E-15	-2.897693815	1	1
ENSG00000167419.9	LPO	-1.585249263	-1.411091268	0.176238927	1
ENSG00000167434.8	CA4	-2.962572123	-2.578592239	0.190019004	1
ENSG00000167447.11	SMG8	-0.109045967	4.66663394	0.854967596	1
ENSG00000167459.15	LINC00905	-5.13E-15	-2.897693815	1	1
ENSG00000167460.13	TPM4	-0.718975182	9.411481793	0.12338222	1
ENSG00000167461.10	RAB8A	0.198842487	6.473330411	0.680845087	1
ENSG00000167468.15	GPX4	0.189497661	8.18272303	0.732625387	1
ENSG00000167470.11	MIDN	0.753737716	6.389853582	0.204370482	1
ENSG00000167476.9	JSRP1	0.118381274	-0.540912197	0.934903576	1
ENSG00000167483.16	FAM129C	-0.334574007	0.65384293	0.657864319	1
ENSG00000167487.10	KLHL26	0.039339534	3.853692506	0.939819703	1
ENSG00000167491.16	GATAD2A	0.023032417	7.608978151	0.956590631	1
ENSG00000167494.8	NOS2P2	-0.911293237	-2.859683072	1	1
ENSG00000167513.7	CDT1	-0.422340032	6.377654171	0.468102938	1
ENSG00000167515.9	TRAPPC2L	0.172090902	5.625506759	0.727169941	1
ENSG00000167522.13	ANKRD11	-0.831031181	8.167072172	0.127605862	1
ENSG00000167523.12	SPATA33	-0.346484539	3.794355444	0.545952375	1
ENSG00000167525.12	PROCA1	-1.197969875	1.088929928	0.158998517	1
ENSG00000167526.12	RPL13	0.699723611	10.29692323	0.174570975	1
ENSG00000167528.11	ZNF641	-0.014035058	2.949355583	0.995783711	1
ENSG00000167531.5	LALBA	-5.13E-15	-2.897693815	1	1
ENSG00000167535.6	CACNB3	0.756313541	5.058558981	0.21952726	1
ENSG00000167536.12	DHRS13	0.512460129	2.853876349	0.528981411	1
ENSG00000167543.14	TP53I13	0.515259017	5.49013103	0.394975398	1
ENSG00000167548.13	KMT2D	-0.675187596	6.725117343	0.211938117	1
ENSG00000167550.9	RHEBL1	-0.449826167	1.063104805	0.552402837	1
ENSG00000167552.12	TUBA1A	-0.37462532	6.653133651	0.474551887	1
